,Country,Plant,Capacity (MW),Status,Status 2016 (done by Data4Good),Status 2017 (done by Data4Good),Status 2018 (done by Data4Good),Status 2019 (done by Data4Good),Combustion technology,Coal type,Latitude,Longitude,Annual CO2 (million tonnes / annum),Total annual CO2 (million tonnes / annum),Annual CO2 emissions (millions of tonnes) in 2016,Annual CO2 emissions (millions of tonnes) in 2017,Annual CO2 emissions (millions of tonnes) in 2018,Annual CO2 emissions (millions of tonnes) in 2019
3337,China,Jingneng Energy Jining power station,350,Operating,Operating,Operating,Operating,Operating,Supercritical,Unknown,41.053290000000004,113.1533,1.598829372,3.197658744,3.197658744,3.197658744,3.197658744,3.197658744
3341,China,Jingneng Energy Shuangxin power station,350,Operating,Not operating,Not operating,Not operating,Operating,Supercritical,WSTCOAL,39.90347,106.7821,1.573873659,0.0,,,,0.0
3343,China,Jingneng Qinhuangdao power station,350,Operating,Not operating,Not operating,Not operating,Operating,Supercritical,Unknown,39.92514,119.3788,1.598829372,0.0,,,,0.0
3346,China,Jingneng Xvwen power station,1 000,Cancelled,Not operating,Not operating,Not operating,Not operating,Ultra-super,unknown,20.28312,110.3429,4.085145806,0.0,,,,
3348,China,Jingneng Zhuozhou power station,350,Operating,Not operating,Operating,Operating,Operating,Supercritical,Unknown,39.563320000000004,115.9992,1.598829372,0.0,,0.0,0.0,0.0
3350,China,Jingneng Zuoyun Madaotou power station,350,Shelved,Not operating,Not operating,Not operating,Not operating,Supercritical,WSTBituminous,40.07803,112.6983,1.573873659,0.0,,,,
3352,China,Jingtai Zhunge'er Suancigou power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,WSTCOAL,39.71174,111.2005,1.522952523,3.045905046,3.045905046,3.045905046,3.045905046,3.045905046
3356,China,Jingui Mill power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,21.76974,108.5952,0.838012943,1.6115633530000002,1.6115633530000002,1.6115633530000002,1.6115633530000002,1.6115633530000002
3358,China,Jingxi Xinfa Aluminum power station,155,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,23.2677,106.3854,0.865946708,4.242350336,4.242350336,4.242350336,4.242350336,4.242350336
3363,China,Jingyuan-2 power station,320,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,36.73077,104.7593,1.7598562480000002,6.565617542000001,6.565617542000001,6.565617542000001,6.565617542000001,6.565617542000001
3367,China,Jinhai Mill power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,19.77264,109.1841,0.838012943,1.6760258869999998,1.6760258869999998,1.6760258869999998,1.6760258869999998,1.6760258869999998
3369,China,Huaneng Jining Gaoxin power station,30,Operating,Operating,Operating,Operating,Operating,Unknown,Unknown,35.46868,116.7057,0.165734346,0.33146869100000004,0.33146869100000004,0.33146869100000004,0.33146869100000004,0.33146869100000004
3373,China,Jining Yangcheng power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,35.77275,116.3194,0.838012943,1.6760258869999998,1.6760258869999998,1.6760258869999998,1.6760258869999998,1.6760258869999998
3375,China,Jinlian Xingren Aluminum power station,350,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,25.433329999999998,105.2,1.6360954630000002,0.0,,,,
3378,China,Jinneng Guojin power station,350,operating,Operating,Operating,Operating,Operating,Supercritical,WSTBituminous,37.354009999999995,112.0027,1.573873659,3.147747318,3.147747318,3.147747318,3.147747318,3.147747318
3380,China,Jinsha Chayuan power station,660,Operating,Operating,Operating,Operating,Operating,Supercritical,unknown,27.493370000000002,106.4492,2.740850353,5.481700706,5.481700706,5.481700706,5.481700706,5.481700706
3384,China,Jinsha Hubei power station,660,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,30.296670000000002,112.3081,2.80473508,0.0,,,,
3386,China,Jinshi Magnesium captive power station,350,Pre-permit,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,37.60091,105.0225,1.598829372,0.0,,,,
3388,China,Jinyuan Thermal power station,50,Operating,Operating,Operating,Operating,Operating,unknown,unknown,31.722109999999997,117.2103,0.276223909,0.276223909,0.276223909,0.276223909,0.276223909,0.276223909
3391,China,Jinyuankou Cogen power station,50,Operating,Not operating,Not operating,Not operating,Not operating,Subcritical,WSTCOAL,45.53333,119.6333,0.296129657,0.0,,,,
3394,China,Jinzhong Anping power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,WSTBituminous,37.64247,113.6502,0.8249326159999999,1.649865233,1.649865233,1.649865233,1.649865233,1.649865233
3396,China,Jinzhou CR power station,200,retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,41.2715,121.2506,1.309821453,0.0,,,,
3404,China,Jinzhou Datang power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,Lignite,41.13888,121.2163,1.625985251,3.251970502,3.251970502,3.251970502,3.251970502,3.251970502
3406,China,Jinzhushan power station,50,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,ANTH,27.62528,111.4824,0.318701606,11.04433226,,,,
3415,China,Jisco-1 power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,39.79501,98.30734,1.547100818,1.547100818,1.547100818,1.547100818,1.547100818,1.547100818
3416,China,Jisco-1 power station,42,Operating,Operating,Operating,Operating,Operating,unknown,unknown,39.7938,98.30895,0.21417977,3.372148596,3.372148596,3.372148596,3.372148596,3.372148596
3424,China,Jisco-2 power station,350,Operating,Operating,Operating,Operating,Operating,Supercritical,unknown,39.7941,98.30601,1.598829372,3.197658744,3.197658744,3.197658744,3.197658744,3.197658744
3426,China,Jiugang Pingliang Jingchuanxian waste coal power station,300,Cancelled,Not operating,Not operating,Not operating,Not operating,unknown,unknown,35.332,107.367,1.40236754,0.0,,,,
3428,China,Jiujiang Petrochem power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,29.74225,116.0632,0.257850136,0.515700273,0.515700273,0.515700273,0.515700273,0.515700273
3430,China,Shenhua Jiujiang power station,1 052,Operating,Not operating,Not operating,Operating,Operating,Ultra-super,Unknown,29.826620000000002,116.376,4.297573388,0.0,,,0.0,0.0
3434,China,Jiulong Paper Mill Hailong power station,135,Operating,Not operating,Not operating,Not operating,Not operating,Subcritical,Unknown,31.591279999999998,121.2502,0.81222793,1.716837837,,,,
3442,China,Jiulong Paper Mill power station,60,Retired,Not operating,Not operating,Not operating,Not operating,unknown,unknown,23.035120000000003,113.5364,0.369715079,2.71124391,,,,
3450,China,Jixi power station,125,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,45.34492,130.865,0.687443847,4.166967318,4.166967318,4.166967318,4.166967318,4.166967318
3456,China,Jiyuan Cogen power station,36,Pre-permit,Not operating,Not operating,Not operating,Not operating,Subcritical,Unknown,42.95238,122.3361,0.18565209800000002,0.0,,,,
3458,China,Jizhong Energy Qingdamen power station,300,Cancelled,Not operating,Not operating,Not operating,Not operating,Subcritical,Unknown,40.38428,107.0044,1.41817575,0.0,,,,
3460,China,Juhua Quzhou Complex power station,30,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,28.889770000000002,118.8714,0.154710082,0.154710082,0.154710082,0.154710082,0.154710082,0.154710082
3461,China,Juhua Quzhou Complex power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,28.897759999999998,118.8794,0.300825159,0.880987966,0.880987966,0.880987966,0.880987966,0.880987966
3464,China,Juhua Quzhou Complex power station,135,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,28.897409999999997,118.8792,0.742439355,0.742439355,0.742439355,0.742439355,0.742439355,0.742439355
3465,China,Junliangcheng power station,50,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,39.053129999999996,117.4123,0.306705716,8.70621192,,,,
3477,China,Junzheng Wuhai power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,WSTCOAL,39.46433,106.7021,0.8249326159999999,2.665166915,2.665166915,2.665166915,2.665166915,2.665166915
3480,China,JV County Fengyuan Cogen power station,350,construction,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,35.62696,118.8471,1.598829372,0.0,,,,
3482,China,Kaidi Languang power station,135,Operating,Operating,Operating,Operating,Operating,Subcritical,WSTBituminous,33.61351,113.374,0.742439355,1.48487871,1.48487871,1.48487871,1.48487871,1.48487871
3484,China,Kaifeng-1 power station,135,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,34.80608,114.4451,0.828105434,5.665945172000001,,,,
3491,China,Kailuan Dongfang Cogen power station,150,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,39.73128,118.4557,0.838012943,1.6760258869999998,1.6760258869999998,1.6760258869999998,1.6760258869999998,1.6760258869999998
3493,China,Kailuan Guye power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,WSTCOAL,39.73,118.4585,1.396039812,2.792079624,2.792079624,2.792079624,2.792079624,2.792079624
3495,China,Kaiyuan power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH/Bituminous,23.74343,103.2198,1.552735421,3.105470842,3.105470842,3.105470842,3.105470842,3.105470842
3497,China,Kangbashi power station,350,Operating,Operating,Operating,Operating,Operating,Supercritical,Unknown,39.597590000000004,109.9093,1.598829372,3.197658744,3.197658744,3.197658744,3.197658744,3.197658744
3501,China,Kangping power station,600,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,42.70094,123.3658,2.69806913,5.39613826,5.39613826,5.39613826,5.39613826,5.39613826
3503,China,Kanshan power station,600,Operating,Operating,Operating,Operating,Operating,Ultra-super,Bituminous,34.41073,117.5773,2.654112004,5.308224008,5.308224008,5.308224008,5.308224008,5.308224008
3505,China,Karamay power station,350,Operating,Operating,Operating,Operating,Operating,Supercritical,Unknown,45.54198,85.02493,1.598829372,3.197658744,3.197658744,3.197658744,3.197658744,3.197658744
3507,China,Keqiao power station,36,retired,Operating,Operating,Not operating,Not operating,Subcritical,Unknown,30.081940000000003,120.4947,0.22432961899999998,0.22432961899999998,0.22432961899999998,0.22432961899999998,,
3508,China,Keyouqian Qi Debosi power station,3 600,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,46.493,121.366,15.29855498,0.0,,,,
3509,China,Keyouzhongqi power station,330,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,44.98194,121.4244,1.7018109000000001,1.7018109000000001,1.7018109000000001,1.7018109000000001,1.7018109000000001,1.7018109000000001
3512,China,Kingsun Jieyang Cogen power station,600,Shelved,Not operating,Not operating,Not operating,Not operating,Ultra-super,unknown,22.938979999999997,116.2454,2.451087484,0.0,,,,
3514,China,Kokdala power station,350,Shelved,Not operating,Not operating,Not operating,Not operating,Supercritical,Unknown,43.97149,81.09380999999999,1.598829372,0.0,,,,
3516,China,Kuitun Jinjiang power station,135,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,44.40511,84.92984,0.754211649,1.508423298,1.508423298,1.508423298,1.508423298,1.508423298
3518,China,Kuitun-2 power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,44.40657,84.92853000000001,0.300825159,0.580162807,0.580162807,0.580162807,0.580162807,0.580162807
3520,China,Kunming power station,100,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,ANTH,25.00816,102.6189,0.637403212,0.0,,,,
3522,China,Kunming power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,25.01492,102.3336,1.582518319,3.165036638,3.165036638,3.165036638,3.165036638,3.165036638
3524,China,Laibin power station,125,Retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Bituminous,23.69495,109.1629,0.766764291,7.053878194,,,,
3530,China,Laicheng power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,36.25463,117.6716,1.649865233,6.345635512,6.345635512,6.345635512,6.345635512,6.345635512
3534,China,Lanxi power station,600,Operating,Operating,Operating,Operating,Operating,Supercritical,Bituminous,29.18662,119.5068,2.69806913,10.79227652,10.79227652,10.79227652,10.79227652,10.79227652
3538,China,Lanzhou Aluminum power station,300,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,36.1564,103.3317,1.522952523,4.5688575689999995,4.5688575689999995,4.5688575689999995,4.5688575689999995,4.5688575689999995
3541,China,Lanzhou Fanjiaping power station,330,Operating,Operating,Operating,Operating,Operating,Subcritical,unknown,36.075829999999996,103.6774,1.559993325,3.11998665,3.11998665,3.11998665,3.11998665,3.11998665
3543,China,Lanzhou New District power station,350,Shelved,Not operating,Not operating,Not operating,Not operating,unknown,unknown,36.61998,103.7563,1.6360954630000002,0.0,,,,
3545,China,Xiangyang Laohekou power station,660,Cancelled,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,32.016999999999996,112.133,2.80473508,0.0,,,,
3547,China,Laowuji Waste Coal power station,150,shelved,Not operating,Not operating,Not operating,Not operating,unknown,WSTCOAL,25.82875,104.5037,0.75298819,0.0,,,,
3549,China,Lee & Man Paper power station,50,Retired,Operating,Operating,Operating,Not operating,unknown,unknown,22.938029999999998,113.5898,0.308095899,1.330974283,1.330974283,1.330974283,1.330974283,
3554,China,Leilongwan power station,1 000,Operating,Not operating,Not operating,Operating,Operating,Ultra-super,Unknown,37.92538,109.1017,4.085145806,0.0,,,0.0,0.0
3558,China,Leiyang Baiyang power station,60,Operating,Operating,Operating,Operating,Operating,Subcritical,WSTCOAL,26.45948,112.8681,0.329973047,0.659946093,0.659946093,0.659946093,0.659946093,0.659946093
3560,China,Leiyang power station,210,Operating,Operating,Operating,Operating,Operating,Subcritical,ANTH,26.38448,112.8585,1.338546745,5.842130127999999,5.842130127999999,5.842130127999999,5.842130127999999,5.842130127999999
3564,China,Lianyuan Cogen power station,50,construction,Not operating,Not operating,Not operating,Not operating,Subcritical,Unknown,40.79862,107.4935,0.257850136,0.0,,,,
3568,China,Liaocheng Xiangguang Cogen power station,660,Permitted,Not operating,Not operating,Not operating,Not operating,Ultra-super,Unknown,36.1589,115.8501,2.6961962319999997,0.0,,,,
3572,China,Liaoning Nanpiao power station,100,Operating,Operating,Operating,Operating,Operating,Subcritical,WSTCOAL,41.125890000000005,120.6967,0.549955078,2.749775388,2.749775388,2.749775388,2.749775388,2.749775388
3576,China,Liaoning-1 power station,50,Retired,Not operating,Not operating,Not operating,Not operating,Unknown,Unknown,41.92194,124.0919,0.308095899,0.308095899,,,,
3589,China,Liaoning-2 power station,200,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,41.92335,124.0902,1.2033006370000001,2.4066012740000002,2.4066012740000002,2.4066012740000002,2.4066012740000002,2.4066012740000002
3591,China,Liaoning-3 power station,350,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,41.922059999999995,124.0932,1.7767779430000001,3.5535558860000003,3.5535558860000003,3.5535558860000003,3.5535558860000003,3.5535558860000003
3593,China,Liaotung Chemical power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,Sub-bit,41.1,122.3,0.279337648,0.279337648,0.279337648,0.279337648,0.279337648,0.279337648
3594,China,Liaoyang Chemical power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,41.2037,123.2373,0.296129657,1.184518629,1.184518629,1.184518629,1.184518629,1.184518629
3598,China,Liaoyang Guocheng power station,50,Operating,Operating,Operating,Operating,Operating,Subcritical,Unknown,41.20682,123.2357,0.257850136,0.257850136,0.257850136,0.257850136,0.257850136,0.257850136
3600,China,Liaoyuan Datang power station,100,retired,Not operating,Not operating,Not operating,Not operating,Subcritical,Lignite,42.87202,125.16,0.654910726,3.577167554,,,,
3604,China,Ligang power station,350,Operating,Operating,Operating,Operating,Operating,Subcritical,Bituminous,31.94081,120.0766,1.9248427719999999,19.3411791,19.3411791,19.3411791,19.3411791,19.3411791
